,Usage
6137,167.2
6138,59.9
6139,284.4
6140,23.3
6141,14.2
6142,43.9
6143,2.7
6144,75.2
6145,278.9
6146,186.2
6147,410.2
6148,8.9
6149,3.3
6150,170.5
6151,144.9
6152,205.5
6153,70.6
6154,261.7
6155,5.7
6156,75.3
6157,19.0
6158,67.3
6159,99.8
6160,1.5
6161,1.3
6162,16.8
6163,2.1
6164,4.1
6165,1.4
6166,1.8
6167,2.9
6168,91.0
6169,94.2
6170,170.6
6171,59.5
6172,293.6
6173,22.8
6174,14.1
6175,44.6
6176,2.8
6177,74.5
6178,280.6
6179,187.9
6180,412.7
6181,9.2
6182,3.4
6183,169.4
6184,146.0
6185,193.5
6186,69.9
6187,260.8
6188,5.8
6189,71.8
6190,21.1
6191,56.5
6192,93.3
6193,1.5
6194,1.4
6195,16.5
6196,2.2
6197,4.1
6198,1.4
6199,1.8
6200,2.9
6201,91.6
6202,96.6
6203,168.0
6204,62.2
6205,296.3
6206,23.9
6207,14.6
6208,42.4
6209,2.8
6210,72.5
6211,275.4
6212,183.3
6213,404.4
6214,9.5
6215,3.8
6216,159.1
6217,140.9
6218,198.2
6219,70.3
6220,259.0
6221,5.6
6222,73.6
6223,22.3
6224,55.0
6225,97.8
6226,1.4
6227,1.3
6228,17.0
6229,2.1
6230,4.3
6231,1.4
6232,1.8
6233,2.9
6234,100.8
6235,111.4
6236,208.2
6237,61.5
6238,264.6
6239,33.2
6240,27.3
6241,42.5
6242,3.3
6243,70.8
6244,316.8
6245,232.0
6246,421.9
6247,12.0
6248,18.1
6249,175.1
6250,191.5
6251,180.4
6252,72.1
6253,282.8
6254,7.2
6255,68.6
6256,23.8
6257,66.7
6258,110.8
6259,1.3
6260,2.1
6261,22.6
6262,2.5
6263,5.9
6264,1.7
6265,2.3
6266,3.5
6267,100.0
6268,115.0
6269,211.8
6270,62.6
6271,268.3
6272,34.1
6273,27.4
6274,43.5
6275,3.4
6276,70.7
6277,318.5
6278,235.2
6279,429.8
6280,12.0
6281,18.0
6282,173.8
6283,190.6
6284,183.5
6285,72.6
6286,291.4
6287,7.4
6288,67.8
6289,23.9
6290,73.6
6291,111.2
6292,1.5
6293,2.1
6294,23.6
6295,2.6
6296,5.9
6297,1.8
6298,2.1
6299,3.5
6300,105.3
6301,114.6
6302,214.7
6303,63.6
6304,266.3
6305,34.1
6306,27.7
6307,43.9
6308,3.5
6309,71.1
6310,318.6
6311,238.4
6312,431.3
6313,13.4
6314,18.3
6315,167.6
6316,194.8
6317,186.2
6318,71.5
6319,290.2
6320,7.4
6321,67.5
6322,24.1
6323,74.9
6324,114.1
6325,1.4
6326,2.1
6327,23.2
6328,2.5
6329,6.0
6330,1.9
6331,2.1
6332,3.5
6333,104.4
6334,116.7
6335,215.5
6336,63.4
6337,266.6
6338,34.6
6339,27.9
6340,44.4
6341,3.4
6342,71.6
6343,326.4
6344,240.6
6345,433.4
6346,13.0
6347,18.4
6348,168.6
6349,197.2
6350,186.2
6351,71.6
6352,279.1
6353,7.2
6354,68.2
6355,24.3
6356,74.8
6357,112.6
6358,1.8
6359,2.1
6360,23.3
6361,2.5
6362,6.0
6363,2.2
6364,2.3
6365,4.0
6366,106.3
6367,116.3
6368,218.7
6369,64.0
6370,265.9
6371,34.5
6372,27.3
6373,44.5
6374,3.4
6375,72.3
6376,334.4
6377,244.0
6378,429.8
6379,13.0
6380,18.3
6381,169.6
6382,190.4
6383,186.4
6384,71.9
6385,273.6
6386,7.2
6387,68.7
6388,24.2
6389,74.1
6390,114.2
6391,1.9
6392,2.0
6393,23.7
6394,2.4
6395,6.0
6396,1.7
6397,2.1
6398,3.6
6399,102.7
6400,114.6
6401,220.6
6402,60.4
6403,260.0
6404,34.7
6405,28.2
6406,43.0
6407,3.3
6408,71.2
6409,331.3
6410,245.0
6411,431.0
6412,13.0
6413,18.3
6414,169.3
6415,177.5
6416,188.0
6417,72.0
6418,267.5
6419,6.9
6420,67.6
6421,24.6
6422,73.8
6423,113.9
6424,1.9
6425,2.1
6426,23.3
6427,2.5
6428,6.2
6429,1.8
6430,2.1
6431,3.6
6432,98.9
6433,105.6
6434,215.0
6435,58.0
6436,255.2
6437,31.5
6438,25.7
6439,43.7
6440,2.9
6441,70.8
6442,321.7
6443,246.0
6444,417.1
6445,11.8
6446,18.0
6447,167.3
6448,174.0
6449,176.5
6450,65.8
6451,244.6
6452,6.3
6453,67.8
6454,24.1
6455,72.1
6456,102.9
6457,1.2
6458,2.2
6459,21.7
6460,2.6
6461,6.1
6462,1.8
6463,2.1
6464,3.3
6465,124.5
6466,123.4
6467,220.5
6468,61.6
6469,289.0
6470,35.5
6471,26.6
6472,46.2
6473,3.0
6474,81.1
6475,342.9
6476,203.6
6477,457.5
6478,9.8
6479,18.3
6480,192.4
6481,225.2
6482,247.7
6483,80.3
6484,338.2
6485,7.9
6486,76.7
6487,20.6
6488,75.7
6489,129.3
6490,0.9
6491,2.2
6492,23.7
6493,2.4
6494,6.1
6495,1.8
6496,2.1
6497,3.9
6498,130.5
6499,127.0
6500,218.3
6501,61.7
6502,297.0
6503,34.8
6504,26.9
6505,46.3
6506,3.1
6507,93.1
6508,341.0
6509,207.8
6510,466.3
6511,10.5
6512,18.4
6513,196.9
6514,229.8
6515,252.8
6516,83.3
6517,348.0
6518,8.3
6519,78.3
6520,22.4
6521,85.3
6522,144.4
6523,1.1
6524,2.1
6525,23.1
6526,2.5
6527,6.0
6528,1.9
6529,2.2
6530,3.9
6531,124.2
6532,121.7
6533,211.7
6534,60.1
6535,295.8
6536,32.1
6537,26.4
6538,45.2
6539,3.1
6540,87.0
6541,326.8
6542,205.1
6543,462.2
6544,10.9
6545,18.2
6546,197.8
6547,231.2
6548,250.4
6549,83.3
6550,349.7
6551,8.4
6552,76.4
6553,23.6
6554,85.1
6555,148.9
6556,1.2
6557,2.1
6558,23.4
6559,2.4
6560,5.9
6561,1.8
6562,2.2
6563,3.9
6564,115.1
6565,98.4
6566,187.8
6567,46.1
6568,274.1
6569,23.1
6570,18.9
6571,45.4
6572,2.5
6573,69.9
6574,256.6
6575,186.3
6576,406.8
6577,9.3
6578,12.1
6579,193.1
6580,218.0
6581,247.6
6582,81.4
6583,339.8
6584,7.5
6585,72.9
6586,21.9
6587,81.6
6588,136.7
6589,1.0
6590,2.0
6591,22.3
6592,2.4
6593,5.8
6594,1.8
6595,2.1
6596,3.8
6597,114.6
6598,109.1
6599,199.1
6600,54.4
6601,268.5
6602,27.3
6603,21.7
6604,40.9
6605,3.0
6606,79.3
6607,300.0
6608,193.0
6609,439.2
6610,9.9
6611,14.0
6612,196.4
6613,225.6
6614,248.4
6615,82.2
6616,347.6
6617,8.2
6618,74.6
6619,21.2
6620,80.0
6621,136.4
6622,1.2
6623,2.0
6624,21.2
6625,2.7
6626,5.7
6627,1.8
6628,2.0
6629,3.8
6630,119.6
6631,114.1
6632,208.2
6633,57.9
6634,267.7
6635,32.3
6636,25.5
6637,45.7
6638,2.9
6639,87.3
6640,333.3
6641,198.8
6642,460.8
6643,11.7
6644,17.4
6645,200.7
6646,224.6
6647,249.4
6648,82.6
6649,349.2
6650,8.7
6651,75.5
6652,22.6
6653,83.3
6654,140.5
6655,1.2
6656,2.0
6657,21.7
6658,2.5
6659,6.1
6660,1.8
6661,2.0
6662,4.0
6663,117.9
6664,113.6
6665,211.1
6666,58.2
6667,279.9
6668,33.0
6669,24.6
6670,46.4
6671,2.7
6672,91.3
6673,333.7
6674,200.9
6675,452.0
6676,12.4
6677,17.9
6678,195.8
6679,222.0
6680,240.6
6681,77.5
6682,328.1
6683,8.0
6684,77.1
6685,22.9
6686,84.9
6687,137.4
6688,1.1
6689,1.9
6690,23.2
6691,2.6
6692,5.9
6693,1.7
6694,2.1
6695,3.9
6696,96.6
6697,115.0
6698,217.7
6699,64.2
6700,256.7
6701,36.6
6702,29.0
6703,47.8
6704,3.5
6705,84.3
6706,324.5
6707,218.2
6708,419.4
6709,11.9
6710,17.5
6711,190.1
6712,195.8
6713,220.3
6714,72.7
6715,319.7
6716,7.5
6717,70.0
6718,22.0
6719,74.6
6720,120.4
6721,1.5
6722,2.2
6723,20.9
6724,2.9
6725,6.3
6726,1.7
6727,2.2
6728,3.9
6729,96.3
6730,116.6
6731,232.5
6732,65.0
6733,257.1
6734,36.1
6735,27.3
6736,47.9
6737,3.2
6738,84.5
6739,327.9
6740,223.4
6741,425.1
6742,11.9
6743,18.0
6744,192.8
6745,203.3
6746,233.1
6747,75.2
6748,330.9
6749,7.8
6750,68.5
6751,22.9
6752,76.8
6753,127.1
6754,1.5
6755,2.2
6756,21.9
6757,2.3
6758,6.7
6759,1.8
6760,2.2
6761,4.0
6762,101.0
6763,116.2
6764,231.1
6765,65.3
6766,261.5
6767,37.7
6768,29.0
6769,47.6
6770,3.4
6771,88.5
6772,329.9
6773,227.2
6774,436.2
6775,11.8
6776,18.4
6777,187.7
6778,205.3
6779,234.9
6780,76.6
6781,326.0
6782,7.7
6783,69.4
6784,22.1
6785,77.0
6786,116.3
6787,1.0
6788,2.2
6789,22.2
6790,2.9
6791,6.5
6792,1.7
6793,2.1
6794,3.8
6795,97.9
6796,113.4
6797,233.4
6798,65.0
6799,263.7
6800,37.0
6801,30.8
6802,42.9
6803,3.4
6804,91.1
6805,335.8
6806,222.8
6807,442.4
6808,11.2
6809,18.5
6810,193.6
6811,205.5
6812,231.5
6813,76.9
6814,323.0
6815,7.7
6816,71.1
6817,23.0
6818,78.0
6819,137.0
6820,1.4
6821,2.2
6822,23.6
6823,2.6
6824,6.5
6825,1.8
6826,2.2
6827,3.8
6828,102.1
6829,118.2
6830,235.0
6831,65.6
6832,263.8
6833,37.4
6834,27.5
6835,43.0
6836,3.4
6837,92.1
6838,335.9
6839,231.0
6840,443.5
6841,10.9
6842,18.4
6843,192.6
6844,212.4
6845,229.0
6846,75.1
6847,321.0
6848,7.8
6849,73.0
6850,22.3
6851,80.6
6852,139.4
6853,1.6
6854,2.2
6855,23.4
6856,2.6
6857,6.4
6858,1.8
6859,2.2
6860,3.6
6861,102.4
6862,119.6
6863,235.3
6864,61.1
6865,265.3
6866,37.2
6867,28.3
6868,43.4
6869,3.2
6870,92.2
6871,328.5
6872,232.4
6873,441.3
6874,10.9
6875,18.2
6876,191.9
6877,211.4
6878,228.6
6879,74.0
6880,318.7
6881,7.8
6882,70.6
6883,22.9
6884,83.1
6885,139.5
6886,1.6
6887,2.2
6888,23.9
6889,2.6
6890,6.3
6891,2.0
6892,2.1
6893,3.9
6894,98.4
6895,110.4
6896,231.4
6897,59.2
6898,263.6
6899,34.4
6900,24.7
6901,42.3
6902,3.0
6903,92.7
6904,313.7
6905,229.2
6906,424.4
6907,10.9
6908,18.1
6909,190.2
6910,209.9
6911,215.4
6912,68.0
6913,294.7
6914,7.2
6915,73.1
6916,23.7
6917,82.0
6918,131.2
6919,1.1
6920,2.0
6921,22.6
6922,2.1
6923,6.1
6924,1.8
6925,1.9
6926,3.9
6927,232.0
6928,169.4
6929,235.1
6930,114.8
6931,405.1
6932,41.8
6933,29.0
6934,49.3
6935,6.0
6936,83.8
6937,330.9
6938,195.0
6939,473.9
6940,11.5
6941,17.5
6942,193.4
6943,166.1
6944,218.2
6945,75.0
6946,347.5
6947,8.9
6948,108.7
6949,27.2
6950,87.4
6951,187.7
6952,1.2
6953,2.4
6954,30.2
6955,2.3
6956,5.1
6957,1.5
6958,2.3
6959,5.0
6960,206.1
6961,140.6
6962,223.7
6963,99.3
6964,384.1
6965,42.6
6966,29.4
6967,44.9
6968,5.5
6969,87.9
6970,316.1
6971,202.7
6972,476.8
6973,11.5
6974,17.8
6975,197.0
6976,171.0
6977,217.5
6978,75.8
6979,354.1
6980,9.2
6981,106.4
6982,27.3
6983,82.8
6984,176.5
6985,1.2
6986,2.4
6987,32.7
6988,2.3
6989,5.7
6990,1.5
6991,2.3
6992,5.7
6993,246.5
6994,172.2
6995,208.5
6996,106.4
6997,394.1
6998,44.2
6999,29.6
7000,45.9
7001,5.7
7002,89.6
7003,319.2
7004,187.8
7005,473.8
7006,11.5
7007,17.9
7008,204.0
7009,172.7
7010,218.4
7011,73.3
7012,355.5
7013,9.0
7014,106.7
7015,26.6
7016,92.9
7017,192.0
7018,1.3
7019,2.3
7020,33.9
7021,2.5
7022,6.0
7023,1.7
7024,2.2
7025,5.8
7026,228.4
7027,179.9
7028,224.0
7029,112.0
7030,389.6
7031,44.1
7032,29.8
7033,44.9
7034,5.7
7035,88.9
7036,338.8
7037,196.1
7038,479.4
7039,11.5
7040,18.2
7041,195.3
7042,170.2
7043,218.4
7044,72.0
7045,348.5
7046,9.1
7047,108.4
7048,25.6
7049,102.3
7050,184.5
7051,1.3
7052,2.2
7053,35.1
7054,2.6
7055,5.9
7056,1.8
7057,2.3
7058,5.4
7059,242.1
7060,189.3
7061,228.2
7062,122.7
7063,425.1
7064,45.8
7065,30.1
7066,45.4
7067,5.5
7068,85.9
7069,352.0
7070,203.1
7071,474.3
7072,13.1
7073,18.2
7074,183.0
7075,149.4
7076,203.3
7077,66.7
7078,336.7
7079,9.7
7080,109.2
7081,22.8
7082,82.2
7083,175.3
7084,1.3
7085,2.3
7086,33.2
7087,2.6
7088,6.0
7089,1.7
7090,2.2
7091,5.4
7092,263.8
7093,197.7
7094,241.8
7095,118.5
7096,398.6
7097,46.0
7098,30.4
7099,44.2
7100,5.6
7101,75.1
7102,354.3
7103,198.1
7104,463.8
7105,12.4
7106,18.3
7107,183.0
7108,149.4
7109,203.3
7110,66.7
7111,336.7
7112,9.7
7113,80.4
7114,21.0
7115,79.8
7116,170.0
7117,1.3
7118,2.2
7119,32.0
7120,2.6
7121,5.7
7122,1.7
7123,2.1
7124,5.1
7125,259.3
7126,196.1
7127,240.1
7128,121.0
7129,382.0
7130,40.8
7131,28.2
7132,41.0
7133,5.6
7134,76.7
7135,335.9
7136,189.1
7137,429.1
7138,12.4
7139,18.2
7140,169.6
7141,144.8
7142,182.3
7143,63.4
7144,310.1
7145,8.7
7146,97.7
7147,24.0
7148,84.3
7149,163.8
7150,1.0
7151,2.3
7152,32.3
7153,2.5
7154,6.0
7155,1.8
7156,2.4
7157,5.3
7158,135.7
7159,128.2
7160,220.8
7161,75.7
7162,361.1
7163,28.0
7164,20.6
7165,43.0
7166,3.4
7167,75.7
7168,299.7
7169,204.5
7170,404.9
7171,9.1
7172,7.3
7173,177.6
7174,144.2
7175,192.5
7176,63.7
7177,277.3
7178,6.8
7179,101.6
7180,26.3
7181,81.3
7182,149.0
7183,0.9
7184,1.9
7185,21.5
7186,2.4
7187,4.8
7188,1.5
7189,2.2
7190,4.6
7191,142.3
7192,135.5
7193,225.6
7194,78.7
7195,367.1
7196,30.6
7197,22.4
7198,43.3
7199,3.8
7200,76.3
7201,303.5
7202,205.3
7203,418.3
7204,10.3
7205,7.4
7206,174.1
7207,149.5
7208,169.2
7209,63.3
7210,270.5
7211,7.0
7212,105.9
7213,26.9
7214,83.4
7215,157.7
7216,1.3
7217,1.9
7218,27.6
7219,2.6
7220,5.0
7221,1.5
7222,2.1
7223,5.5
7224,143.6
7225,134.0
7226,231.8
7227,81.3
7228,370.6
7229,31.7
7230,23.6
7231,44.2
7232,3.9
7233,76.2
7234,307.0
7235,208.3
7236,420.9
7237,10.5
7238,7.9
7239,164.7
7240,151.3
7241,174.0
7242,65.6
7243,274.7
7244,6.9
7245,102.2
7246,26.5
7247,74.2
7248,148.2
7249,1.2
7250,1.9
7251,30.9
7252,2.6
7253,5.2
7254,1.7
7255,2.1
7256,4.1
7257,145.4
7258,139.8
7259,230.0
7260,82.3
7261,383.2
7262,32.9
7263,23.8
7264,45.3
7265,4.0
7266,74.8
7267,308.6
7268,203.8
7269,426.2
7270,10.6
7271,8.1
7272,175.5
7273,159.8
7274,188.0
7275,70.1
7276,296.7
7277,7.7
7278,93.3
7279,19.3
7280,57.4
7281,75.1
7282,1.2
7283,2.0
7284,28.4
7285,2.4
7286,5.0
7287,1.6
7288,2.2
7289,3.7
7290,160.4
7291,142.4
7292,233.5
7293,84.8
7294,382.7
7295,33.7
7296,24.3
7297,43.4
7298,4.2
7299,78.0
7300,316.6
7301,207.2
7302,434.5
7303,10.6
7304,8.2
7305,186.9
7306,166.9
7307,196.5
7308,71.2
7309,302.2
7310,7.8
7311,81.6
7312,17.4
7313,70.0
7314,51.5
7315,1.1
7316,2.1
7317,20.2
7318,2.8
7319,4.4
7320,1.5
7321,2.3
7322,3.7
7323,168.2
7324,154.5
7325,237.2
7326,91.7
7327,402.6
7328,35.2
7329,24.8
7330,44.9
7331,4.5
7332,79.2
7333,317.1
7334,209.3
7335,442.1
7336,10.3
7337,8.6
7338,192.3
7339,173.3
7340,201.3
7341,72.4
7342,306.5
7343,8.2
7344,92.5
7345,23.5
7346,77.2
7347,78.3
7348,1.3
7349,2.0
7350,21.7
7351,2.4
7352,4.7
7353,1.7
7354,2.3
7355,4.1
7356,171.0
7357,158.0
7358,244.1
7359,95.2
7360,417.5
7361,36.1
7362,24.1
7363,41.2
7364,4.6
7365,79.4
7366,315.2
7367,216.6
7368,443.5
7369,10.7
7370,8.1
7371,195.9
7372,168.1
7373,201.2
7374,74.0
7375,311.9
7376,8.1
7377,98.6
7378,27.3
7379,84.5
7380,102.9
7381,1.3
7382,1.5
7383,23.6
7384,2.5
7385,5.1
7386,1.4
7387,2.1
7388,4.7
7389,130.8
7390,138.4
7391,247.1
7392,62.6
7393,289.7
7394,35.7
7395,27.0
7396,49.1
7397,3.5
7398,85.3
7399,352.8
7400,270.2
7401,484.7
7402,10.2
7403,18.3
7404,193.5
7405,247.4
7406,240.0
7407,77.3
7408,311.3
7409,6.9
7410,75.3
7411,24.0
7412,71.6
7413,121.0
7414,1.8
7415,2.5
7416,22.6
7417,2.7
7418,6.7
7419,1.8
7420,2.3
7421,3.4
7422,129.7
7423,142.3
7424,250.9
7425,64.0
7426,292.4
7427,36.7
7428,26.9
7429,48.8
7430,3.5
7431,86.9
7432,353.0
7433,272.0
7434,493.9
7435,10.3
7436,18.7
7437,197.3
7438,252.5
7439,244.1
7440,77.4
7441,317.5
7442,7.3
7443,74.8
7444,23.9
7445,71.1
7446,125.4
7447,1.8
7448,2.2
7449,22.5
7450,2.6
7451,6.2
7452,1.6
7453,2.3
7454,3.5
7455,120.4
7456,138.8
7457,250.6
7458,65.1
7459,291.2
7460,35.7
7461,28.0
7462,51.6
7463,3.7
7464,86.5
7465,356.3
7466,272.3
7467,497.9
7468,10.7
7469,18.7
7470,198.1
7471,254.3
7472,247.8
7473,76.5
7474,321.5
7475,7.5
7476,76.1
7477,23.6
7478,73.3
7479,124.2
7480,1.9
7481,2.2
7482,22.4
7483,2.7
7484,6.3
7485,1.6
7486,2.2
7487,3.5
7488,110.3
7489,127.1
7490,246.9
7491,63.6
7492,279.7
7493,36.5
7494,26.9
7495,47.0
7496,3.6
7497,88.6
7498,363.5
7499,271.7
7500,499.8
7501,10.9
7502,18.5
7503,197.4
7504,250.3
7505,246.6
7506,75.3
7507,319.1
7508,7.5
7509,76.5
7510,23.7
7511,74.6
7512,124.8
7513,1.8
7514,2.3
7515,23.1
7516,2.8
7517,6.3
7518,1.6
7519,2.1
7520,3.2
7521,105.7
7522,107.8
7523,248.9
7524,64.3
7525,234.2
7526,32.8
7527,26.2
7528,50.2
7529,3.4
7530,88.7
7531,334.7
7532,264.2
7533,491.7
7534,10.6
7535,18.4
7536,194.6
7537,254.3
7538,243.4
7539,74.7
7540,314.8
7541,7.7
7542,76.2
7543,24.5
7544,71.5
7545,130.0
7546,1.8
7547,2.1
7548,22.9
7549,2.8
7550,6.1
7551,1.6
7552,2.1
7553,3.4
7554,118.0
7555,115.6
7556,247.3
7557,60.7
7558,247.1
7559,34.6
7560,26.8
7561,49.5
7562,3.3
7563,88.1
7564,349.9
7565,255.9
7566,489.1
7567,10.6
7568,18.5
7569,194.6
7570,252.2
7571,236.8
7572,76.9
7573,316.4
7574,7.4
7575,64.0
7576,24.3
7577,71.6
7578,124.9
7579,1.7
7580,2.0
7581,22.8
7582,2.6
7583,6.0
7584,1.7
7585,2.1
7586,3.4
7587,114.3
7588,112.1
7589,236.3
7590,59.4
7591,250.7
7592,32.7
7593,25.8
7594,47.6
7595,3.1
7596,86.0
7597,341.7
7598,252.0
7599,477.6
7600,9.4
7601,18.4
7602,191.3
7603,249.5
7604,230.0
7605,71.1
7606,291.0
7607,7.2
7608,70.2
7609,23.6
7610,70.6
7611,113.2
7612,1.4
7613,2.1
7614,20.0
7615,2.6
7616,5.9
7617,1.6
7618,2.2
7619,3.2
7620,103.0
7621,114.3
7622,217.9
7623,67.6
7624,243.5
7625,37.1
7626,29.7
7627,48.8
7628,4.2
7629,72.7
7630,307.5
7631,221.8
7632,434.9
7633,12.5
7634,18.5
7635,155.9
7636,204.5
7637,195.5
7638,68.7
7639,255.2
7640,6.8
7641,64.1
7642,22.4
7643,68.4
7644,109.9
7645,1.7
7646,2.1
7647,20.9
7648,2.5
7649,6.0
7650,1.8
7651,2.1
7652,3.4
7653,105.0
7654,119.2
7655,222.5
7656,70.2
7657,253.5
7658,38.5
7659,30.0
7660,48.9
7661,4.2
7662,75.8
7663,309.1
7664,223.8
7665,445.4
7666,12.7
7667,18.6
7668,158.2
7669,208.6
7670,198.9
7671,67.1
7672,266.2
7673,7.0
7674,65.4
7675,24.2
7676,68.9
7677,112.9
7678,1.8
7679,2.1
7680,21.2
7681,2.6
7682,5.9
7683,1.8
7684,2.1
7685,3.5
7686,109.4
7687,120.7
7688,223.2
7689,70.2
7690,263.3
7691,39.3
7692,31.5
7693,50.2
7694,4.4
7695,76.2
7696,316.4
7697,224.1
7698,444.6
7699,12.4
7700,18.8
7701,160.2
7702,211.7
7703,196.4
7704,69.8
7705,270.6
7706,7.1
7707,71.0
7708,23.9
7709,69.3
7710,111.2
7711,1.8
7712,2.1
7713,22.0
7714,2.6
7715,6.0
7716,1.8
7717,2.2
7718,3.5
7719,107.5
7720,122.4
7721,227.8
7722,73.2
7723,266.5
7724,39.4
7725,31.1
7726,48.1
7727,4.5
7728,76.8
7729,329.4
7730,230.9
7731,444.1
7732,11.5
7733,18.8
7734,166.5
7735,215.6
7736,202.9
7737,71.2
7738,274.3
7739,7.1
7740,67.3
7741,24.0
7742,66.7
7743,112.4
7744,1.9
7745,2.0
7746,20.9
7747,2.5
7748,6.0
7749,1.6
7750,2.0
7751,3.6
7752,114.0
7753,125.4
7754,234.8
7755,74.8
7756,271.7
7757,38.8
7758,30.4
7759,50.9
7760,4.4
7761,77.9
7762,332.8
7763,236.3
7764,443.7
7765,11.5
7766,18.6
7767,167.6
7768,214.2
7769,204.9
7770,71.7
7771,281.8
7772,7.1
7773,71.7
7774,24.6
7775,67.0
7776,109.4
7777,1.9
7778,2.1
7779,22.1
7780,2.8
7781,6.1
7782,1.9
7783,2.2
7784,3.4
7785,114.7
7786,124.1
7787,233.4
7788,70.7
7789,267.8
7790,38.5
7791,30.3
7792,48.0
7793,4.3
7794,77.0
7795,329.7
7796,239.5
7797,443.6
7798,12.7
7799,18.7
7800,167.4
7801,216.1
7802,202.6
7803,70.0
7804,268.8
7805,6.9
7806,71.5
7807,25.2
7808,65.8
7809,112.6
7810,1.9
7811,2.2
7812,22.1
7813,2.6
7814,6.2
7815,1.9
7816,2.2
7817,3.5
7818,111.3
7819,115.8
7820,227.9
7821,70.0
7822,266.1
7823,36.0
7824,28.2
7825,50.6
7826,3.9
7827,79.7
7828,316.0
7829,240.9
7830,431.0
7831,11.9
7832,18.5
7833,164.8
7834,216.4
7835,192.6
7836,64.7
7837,254.8
7838,6.3
7839,73.4
7840,25.3
7841,66.4
7842,104.1
7843,1.7
7844,2.1
7845,20.3
7846,2.5
7847,5.9
7848,1.9
7849,2.1
7850,3.5
7851,238.1
7852,212.7
7853,243.9
7854,124.6
7855,405.3
7856,41.0
7857,29.6
7858,39.7
7859,6.0
7860,97.0
7861,301.1
7862,172.7
7863,407.9
7864,11.8
7865,18.6
7866,172.8
7867,199.8
7868,188.3
7869,67.7
7870,276.8
7871,7.4
7872,108.4
7873,25.1
7874,105.3
7875,175.3
7876,1.0
7877,2.2
7878,31.6
7879,2.6
7880,5.4
7881,1.6
7882,2.1
7883,5.9
7884,239.6
7885,209.7
7886,245.4
7887,125.1
7888,393.2
7889,38.2
7890,30.0
7891,41.2
7892,5.9
7893,89.8
7894,311.6
7895,167.7
7896,412.2
7897,11.3
7898,18.1
7899,162.7
7900,194.5
7901,179.8
7902,69.2
7903,274.6
7904,6.9
7905,93.4
7906,25.1
7907,103.0
7908,174.9
7909,1.1
7910,2.1
7911,31.4
7912,2.4
7913,5.3
7914,1.6
7915,2.1
7916,5.3
7917,243.0
7918,208.4
7919,245.5
7920,121.0
7921,351.9
7922,37.7
7923,31.5
7924,42.2
7925,5.8
7926,90.6
7927,316.1
7928,169.8
7929,399.2
7930,11.5
7931,18.7
7932,159.2
7933,161.5
7934,177.7
7935,68.4
7936,282.1
7937,7.5
7938,79.2
7939,25.4
7940,105.7
7941,164.1
7942,1.2
7943,2.3
7944,33.1
7945,2.4
7946,5.3
7947,1.6
7948,2.3
7949,5.2
7950,224.0
7951,200.4
7952,240.5
7953,113.9
7954,350.6
7955,40.2
7956,30.5
7957,39.1
7958,5.4
7959,95.8
7960,320.2
7961,174.1
7962,386.2
7963,11.5
7964,18.4
7965,153.8
7966,167.1
7967,171.9
7968,68.6
7969,277.0
7970,7.4
7971,96.1
7972,26.2
7973,109.6
7974,172.8
7975,1.1
7976,2.3
7977,36.1
7978,2.4
7979,5.5
7980,1.7
7981,2.4
7982,5.8
7983,225.2
7984,200.8
7985,242.4
7986,113.4
7987,375.3
7988,40.8
7989,29.8
7990,42.7
7991,5.2
7992,100.0
7993,321.0
7994,173.2
7995,383.2
7996,11.5
7997,18.1
7998,152.4
7999,165.1
8000,177.6
8001,70.0
8002,287.2
8003,7.4
8004,104.5
8005,26.6
8006,105.0
8007,183.4
8008,1.0
8009,2.2
8010,35.5
8011,2.5
8012,5.7
8013,1.8
8014,2.2
8015,5.0
8016,227.9
8017,196.3
8018,237.8
8019,108.1
8020,378.5
8021,41.0
8022,31.0
8023,43.0
8024,5.2
8025,101.4
8026,314.9
8027,172.9
8028,389.6
8029,11.8
8030,18.4
8031,159.3
8032,167.0
8033,180.1
8034,70.3
8035,282.9
8036,7.5
8037,98.8
8038,25.7
8039,93.3
8040,176.2
8041,1.1
8042,2.1
8043,36.2
8044,2.5
8045,5.8
8046,1.6
8047,2.2
8048,5.1
8049,216.8
8050,169.5
8051,222.2
8052,94.0
8053,316.7
8054,33.6
8055,27.0
8056,40.0
8057,5.2
8058,103.6
8059,294.1
8060,162.8
8061,386.6
8062,11.0
8063,18.1
8064,156.6
8065,169.4
8066,169.8
8067,66.3
8068,264.6
8069,7.0
8070,93.1
8071,26.4
8072,86.8
8073,162.8
8074,0.8
8075,2.0
8076,31.4
8077,2.3
8078,5.9
8079,1.7
8080,2.1
8081,4.8
8082,95.3
8083,105.7
8084,205.6
8085,59.2
8086,232.8
8087,33.2
8088,24.6
8089,42.6
8090,3.3
8091,85.1
8092,338.0
8093,202.7
8094,490.5
8095,10.4
8096,18.7
8097,201.2
8098,241.2
8099,255.6
8100,83.0
8101,337.6
8102,8.0
8103,71.7
8104,23.7
8105,79.4
8106,129.0
8107,1.4
8108,2.1
8109,23.4
8110,2.3
8111,5.4
8112,1.6
8113,2.1
8114,3.9
8115,96.5
8116,111.5
8117,213.6
8118,60.2
8119,240.9
8120,33.8
8121,24.1
8122,43.1
8123,3.2
8124,89.8
8125,349.9
8126,205.4
8127,499.3
8128,11.1
8129,18.9
8130,205.1
8131,247.4
8132,256.9
8133,84.5
8134,346.2
8135,8.3
