,Usage
2139,1.7
2140,2.3
2141,5.6
2142,265.3
2143,217.0
2144,221.0
2145,128.0
2146,429.1
2147,45.7
2148,30.0
2149,41.6
2150,6.5
2151,93.2
2152,302.4
2153,175.4
2154,439.3
2155,11.1
2156,18.8
2157,187.2
2158,235.2
2159,186.2
2160,61.7
2161,312.0
2162,8.4
2163,115.4
2164,25.3
2165,84.8
2166,170.3
2167,0.9
2168,2.2
2169,33.8
2170,2.4
2171,5.7
2172,1.6
2173,2.4
2174,5.3
2175,266.5
2176,214.8
2177,217.3
2178,132.7
2179,430.6
2180,44.2
2181,30.7
2182,42.1
2183,6.0
2184,96.3
2185,305.7
2186,182.6
2187,449.4
2188,11.3
2189,19.1
2190,194.8
2191,241.7
2192,191.8
2193,65.6
2194,310.8
2195,8.6
2196,117.8
2197,24.9
2198,89.2
2199,173.5
2200,1.0
2201,2.2
2202,37.2
2203,2.5
2204,5.6
2205,1.8
2206,2.4
2207,5.4
2208,257.9
2209,214.0
2210,212.7
2211,132.6
2212,431.3
2213,44.3
2214,29.8
2215,39.7
2216,6.1
2217,96.4
2218,316.9
2219,185.6
2220,431.4
2221,11.4
2222,19.0
2223,190.4
2224,239.4
2225,192.7
2226,65.6
2227,307.0
2228,8.5
2229,117.6
2230,27.8
2231,94.8
2232,178.5
2233,1.0
2234,2.3
2235,36.4
2236,2.7
2237,5.3
2238,1.8
2239,2.2
2240,6.0
2241,260.3
2242,218.3
2243,214.6
2244,129.7
2245,439.7
2246,43.4
2247,31.5
2248,41.7
2249,6.2
2250,97.0
2251,323.9
2252,186.8
2253,402.8
2254,11.4
2255,18.4
2256,182.7
2257,205.2
2258,184.8
2259,66.1
2260,303.6
2261,8.4
2262,117.6
2263,27.0
2264,95.7
2265,177.2
2266,0.9
2267,2.4
2268,34.9
2269,2.5
2270,5.4
2271,1.8
2272,2.1
2273,4.7
2274,233.4
2275,194.6
2276,203.9
2277,113.9
2278,409.2
2279,34.9
2280,27.7
2281,37.9
2282,5.3
2283,95.7
2284,300.1
2285,184.0
2286,374.7
2287,9.7
2288,17.9
2289,167.9
2290,170.6
2291,172.1
2292,60.2
2293,278.7
2294,7.4
2295,117.9
2296,25.9
2297,96.9
2298,165.2
2299,0.6
2300,2.1
2301,35.2
2302,2.4
2303,5.2
2304,1.7
2305,2.1
2306,4.7
2307,87.5
2308,87.9
2309,164.0
2310,57.8
2311,235.1
2312,19.2
2313,13.6
2314,41.8
2315,2.7
2316,67.7
2317,277.2
2318,175.7
2319,404.6
2320,8.7
2321,4.0
2322,148.6
2323,140.0
2324,196.3
2325,63.9
2326,228.7
2327,4.5
2328,67.3
2329,20.4
2330,59.5
2331,98.4
2332,1.1
2333,1.4
2334,19.1
2335,1.9
2336,4.3
2337,1.5
2338,2.0
2339,2.8
2340,81.5
2341,86.6
2342,165.4
2343,51.2
2344,222.1
2345,20.1
2346,14.0
2347,40.8
2348,2.6
2349,64.1
2350,286.2
2351,168.3
2352,405.7
2353,9.7
2354,4.7
2355,150.9
2356,137.0
2357,201.7
2358,66.2
2359,230.9
2360,5.2
2361,71.9
2362,20.4
2363,63.0
2364,97.7
2365,1.4
2366,2.0
2367,19.6
2368,2.3
2369,4.1
2370,1.6
2371,2.0
2372,3.4
2373,89.6
2374,93.4
2375,180.1
2376,58.4
2377,249.0
2378,21.6
2379,14.7
2380,41.5
2381,2.6
2382,67.5
2383,291.0
2384,182.2
2385,408.1
2386,9.3
2387,5.1
2388,155.8
2389,131.8
2390,206.8
2391,68.5
2392,236.3
2393,5.4
2394,67.1
2395,20.3
2396,66.1
2397,91.6
2398,1.3
2399,1.5
2400,19.9
2401,2.1
2402,4.2
2403,1.4
2404,2.1
2405,3.4
2406,96.5
2407,102.4
2408,188.8
2409,63.0
2410,276.4
2411,22.6
2412,15.6
2413,41.8
2414,2.8
2415,68.2
2416,294.3
2417,186.1
2418,408.8
2419,10.0
2420,5.4
2421,142.2
2422,130.5
2423,184.0
2424,65.4
2425,221.8
2426,5.4
2427,74.1
2428,21.4
2429,65.5
2430,97.1
2431,1.3
2432,1.5
2433,19.8
2434,2.1
2435,4.1
2436,1.4
2437,2.0
2438,3.4
2439,103.4
2440,108.4
2441,190.9
2442,66.1
2443,287.7
2444,22.4
2445,16.1
2446,41.2
2447,3.0
2448,70.9
2449,296.2
2450,189.2
2451,405.1
2452,10.1
2453,5.7
2454,151.3
2455,140.2
2456,189.7
2457,67.7
2458,228.8
2459,5.7
2460,83.8
2461,22.5
2462,67.5
2463,106.8
2464,1.3
2465,1.4
2466,21.5
2467,2.2
2468,4.4
2469,1.4
2470,1.8
2471,3.1
2472,109.0
2473,114.4
2474,198.4
2475,69.6
2476,268.6
2477,21.7
2478,15.9
2479,41.4
2480,3.1
2481,73.0
2482,292.6
2483,186.9
2484,400.2
2485,9.1
2486,5.3
2487,151.8
2488,133.8
2489,189.7
2490,67.5
2491,234.4
2492,5.4
2493,70.2
2494,21.8
2495,67.4
2496,101.9
2497,1.0
2498,1.5
2499,21.8
2500,2.2
2501,4.2
2502,1.4
2503,1.9
2504,3.7
2505,109.0
2506,112.5
2507,206.6
2508,68.3
2509,287.1
2510,23.3
2511,16.7
2512,38.3
2513,3.2
2514,74.7
2515,295.5
2516,193.3
2517,409.9
2518,9.7
2519,5.8
2520,157.9
2521,137.0
2522,187.9
2523,70.5
2524,245.3
2525,6.2
2526,71.3
2527,22.0
2528,70.2
2529,95.6
2530,1.3
2531,1.7
2532,21.7
2533,2.0
2534,4.0
2535,1.4
2536,1.8
2537,4.5
2538,101.7
2539,114.5
2540,216.7
2541,62.5
2542,260.8
2543,33.1
2544,27.9
2545,44.5
2546,3.2
2547,71.6
2548,334.9
2549,248.2
2550,438.0
2551,12.3
2552,18.3
2553,169.5
2554,178.7
2555,196.3
2556,72.0
2557,269.1
2558,6.8
2559,66.6
2560,24.4
2561,72.1
2562,107.5
2563,1.5
2564,2.2
2565,22.6
2566,2.5
2567,5.9
2568,1.7
2569,2.1
2570,3.5
2571,100.3
2572,114.2
2573,214.5
2574,63.5
2575,258.2
2576,34.1
2577,28.4
2578,44.2
2579,3.4
2580,72.8
2581,339.2
2582,250.9
2583,442.3
2584,12.3
2585,18.5
2586,169.5
2587,180.8
2588,182.1
2589,73.0
2590,280.8
2591,7.0
2592,68.3
2593,24.7
2594,74.4
2595,110.8
2596,1.6
2597,2.1
2598,22.7
2599,2.4
2600,5.7
2601,1.7
2602,2.1
2603,3.4
2604,98.0
2605,108.2
2606,218.6
2607,62.6
2608,258.4
2609,34.6
2610,28.6
2611,40.1
2612,3.5
2613,71.5
2614,336.5
2615,253.4
2616,441.0
2617,12.3
2618,18.6
2619,169.9
2620,170.8
2621,185.8
2622,73.5
2623,280.3
2624,7.2
2625,68.7
2626,24.2
2627,73.8
2628,113.4
2629,1.6
2630,2.0
2631,23.3
2632,2.6
2633,5.8
2634,1.8
2635,2.2
2636,3.6
2637,99.4
2638,100.3
2639,213.0
2640,62.4
2641,238.2
2642,30.2
2643,28.2
2644,37.9
2645,3.5
2646,71.4
2647,334.7
2648,252.8
2649,443.7
2650,12.5
2651,17.7
2652,168.6
2653,169.0
2654,190.8
2655,73.8
2656,265.8
2657,7.1
2658,69.3
2659,24.1
2660,74.5
2661,113.0
2662,1.6
2663,2.1
2664,23.1
2665,2.6
2666,5.5
2667,1.8
2668,2.2
2669,3.6
2670,102.8
2671,109.9
2672,212.3
2673,63.5
2674,236.2
2675,34.2
2676,29.2
2677,44.3
2678,3.5
2679,71.9
2680,336.7
2681,250.3
2682,443.7
2683,12.9
2684,18.4
2685,167.7
2686,168.6
2687,195.3
2688,74.2
2689,264.7
2690,7.3
2691,69.0
2692,24.3
2693,74.9
2694,114.1
2695,1.5
2696,2.1
2697,22.9
2698,2.4
2699,5.5
2700,1.8
2701,2.2
2702,3.9
2703,101.4
2704,108.5
2705,213.3
2706,60.4
2707,240.5
2708,34.2
2709,29.1
2710,44.1
2711,3.3
2712,71.7
2713,333.5
2714,250.7
2715,445.0
2716,12.9
2717,18.3
2718,170.0
2719,167.3
2720,190.9
2721,72.0
2722,250.0
2723,6.9
2724,69.0
2725,24.5
2726,77.5
2727,115.6
2728,1.4
2729,2.2
2730,23.0
2731,2.5
2732,6.0
2733,1.8
2734,2.2
2735,3.4
2736,92.9
2737,97.7
2738,210.3
2739,57.2
2740,232.6
2741,30.9
2742,25.8
2743,43.8
2744,3.1
2745,70.5
2746,318.3
2747,246.0
2748,424.4
2749,12.9
2750,17.7
2751,151.7
2752,159.2
2753,162.3
2754,64.2
2755,211.8
2756,5.8
2757,66.8
2758,23.6
2759,83.8
2760,102.1
2761,1.2
2762,2.1
2763,20.4
2764,2.6
2765,5.9
2766,1.8
2767,2.1
2768,3.4
2769,118.3
2770,117.7
2771,209.5
2772,61.7
2773,291.7
2774,35.2
2775,26.9
2776,45.8
2777,3.1
2778,94.2
2779,351.5
2780,199.3
2781,471.3
2782,12.4
2783,18.3
2784,197.7
2785,223.9
2786,252.5
2787,84.7
2788,345.9
2789,8.5
2790,79.5
2791,24.7
2792,87.1
2793,152.1
2794,1.3
2795,2.0
2796,24.8
2797,2.1
2798,5.7
2799,1.7
2800,2.7
2801,3.9
2802,123.5
2803,123.4
2804,216.3
2805,64.3
2806,279.4
2807,35.2
2808,26.2
2809,45.1
2810,3.1
2811,96.0
2812,355.6
2813,200.8
2814,484.0
2815,12.4
2816,18.2
2817,197.6
2818,229.2
2819,273.3
2820,86.3
2821,341.9
2822,8.4
2823,62.1
2824,23.1
2825,98.4
2826,145.2
2827,1.5
2828,2.2
2829,23.2
2830,2.3
2831,5.5
2832,1.9
2833,2.7
2834,3.8
2835,126.9
2836,124.6
2837,215.4
2838,65.9
2839,297.6
2840,35.8
2841,26.7
2842,46.1
2843,3.2
2844,98.1
2845,357.6
2846,203.1
2847,489.6
2848,12.4
2849,18.4
2850,198.1
2851,226.8
2852,256.3
2853,86.4
2854,350.1
2855,8.4
2856,72.8
2857,23.9
2858,98.7
2859,145.8
2860,1.5
2861,2.0
2862,22.7
2863,2.4
2864,5.6
2865,1.9
2866,2.1
2867,3.8
2868,129.8
2869,126.3
2870,214.8
2871,67.4
2872,308.6
2873,24.0
2874,25.5
2875,44.4
2876,3.2
2877,97.2
2878,364.6
2879,204.8
2880,487.7
2881,12.4
2882,18.5
2883,198.8
2884,225.6
2885,254.3
2886,86.7
2887,346.0
2888,8.5
2889,78.7
2890,23.8
2891,90.5
2892,160.1
2893,1.4
2894,2.1
2895,24.6
2896,2.5
2897,5.7
2898,1.9
2899,2.2
2900,3.9
2901,131.5
2902,129.4
2903,222.9
2904,71.8
2905,317.9
2906,36.9
2907,25.6
2908,36.0
2909,3.4
2910,97.6
2911,366.5
2912,205.8
2913,483.3
2914,12.4
2915,18.3
2916,199.6
2917,227.8
2918,255.8
2919,86.5
2920,351.1
2921,8.4
2922,81.5
2923,23.8
2924,90.8
2925,172.7
2926,1.3
2927,2.3
2928,25.8
2929,2.4
2930,6.0
2931,1.6
2932,2.1
2933,4.1
2934,130.8
2935,127.6
2936,220.4
2937,73.9
2938,320.0
2939,36.8
2940,25.1
2941,41.9
2942,3.4
2943,102.9
2944,366.4
2945,208.4
2946,484.0
2947,12.4
2948,18.3
2949,200.4
2950,229.1
2951,253.5
2952,85.9
2953,349.3
2954,8.4
2955,84.1
2956,23.8
2957,91.3
2958,164.2
2959,1.3
2960,2.3
2961,25.6
2962,2.5
2963,5.6
2964,1.6
2965,2.3
2966,4.2
2967,121.4
2968,113.9
2969,217.5
2970,69.1
2971,292.2
2972,34.1
2973,23.1
2974,41.6
2975,3.0
2976,97.8
2977,350.5
2978,202.5
2979,462.0
2980,12.4
2981,17.7
2982,196.7
2983,219.1
2984,232.7
2985,79.3
2986,327.0
2987,7.8
2988,85.1
2989,24.0
2990,83.1
2991,158.4
2992,0.8
2993,1.8
2994,15.2
2995,2.0
2996,5.4
2997,1.4
2998,1.8
2999,3.8
3000,101.8
3001,117.4
3002,232.4
3003,61.4
3004,261.4
3005,35.9
3006,28.6
3007,46.7
3008,3.3
3009,82.4
3010,326.2
3011,226.5
3012,439.4
3013,10.9
3014,18.2
3015,190.1
3016,217.3
3017,235.1
3018,75.2
3019,318.5
3020,7.6
3021,72.5
3022,17.4
3023,76.4
3024,111.8
3025,1.2
3026,1.9
3027,23.7
3028,2.7
3029,6.5
3030,1.9
3031,2.1
3032,3.7
3033,100.3
3034,117.4
3035,228.8
3036,64.1
3037,259.6
3038,36.2
3039,29.8
3040,47.3
3041,3.3
3042,89.8
3043,319.2
3044,223.9
3045,433.9
3046,10.9
3047,18.4
3048,194.2
3049,218.5
3050,234.5
3051,77.1
3052,327.6
3053,7.7
3054,73.0
3055,21.1
3056,75.0
3057,112.5
3058,1.3
3059,2.2
3060,22.8
3061,2.1
3062,6.6
3063,1.7
3064,2.1
3065,2.9
3066,101.6
3067,117.2
3068,222.5
3069,66.1
3070,241.9
3071,37.0
3072,30.8
3073,48.2
3074,3.5
3075,92.1
3076,314.6
3077,212.0
3078,432.9
3079,10.9
3080,18.5
3081,199.6
3082,219.5
3083,237.7
3084,78.2
3085,332.8
3086,7.9
3087,62.3
3088,21.1
3089,77.4
3090,109.7
3091,1.6
3092,2.2
3093,22.4
3094,2.7
3095,6.4
3096,1.7
3097,2.1
3098,3.5
3099,101.6
3100,117.2
3101,222.5
3102,66.1
3103,241.9
3104,37.0
3105,30.8
3106,48.2
3107,3.5
3108,92.1
3109,314.6
3110,212.0
3111,432.9
3112,10.9
3113,18.5
3114,196.8
3115,215.5
3116,246.3
3117,77.8
3118,335.5
3119,8.1
3120,63.8
3121,20.7
3122,75.9
3123,109.3
3124,1.2
3125,2.3
3126,19.8
3127,2.7
3128,6.6
3129,1.8
3130,2.0
3131,2.8
3132,106.8
3133,123.7
3134,231.3
3135,65.4
3136,268.0
3137,37.0
3138,29.5
3139,50.5
3140,3.4
3141,92.3
3142,322.6
3143,222.6
3144,420.9
3145,9.7
3146,17.7
3147,192.9
3148,218.9
3149,251.6
3150,77.0
3151,340.9
3152,8.1
3153,69.1
3154,21.0
3155,75.3
3156,115.4
3157,1.4
3158,2.1
3159,22.9
3160,2.5
3161,6.7
3162,1.8
3163,2.1
3164,3.4
3165,105.9
3166,111.9
3167,223.6
3168,63.0
3169,258.0
3170,36.8
3171,30.4
3172,48.8
3173,3.4
3174,92.3
3175,322.6
3176,223.5
3177,431.1
3178,10.0
3179,17.3
3180,190.8
3181,214.6
3182,247.3
3183,77.6
3184,334.6
3185,7.8
3186,70.7
3187,23.3
3188,86.2
3189,113.0
3190,1.5
3191,2.1
3192,23.6
3193,2.7
3194,6.8
3195,1.8
3196,2.2
3197,3.7
3198,93.1
3199,95.0
3200,212.0
3201,60.2
3202,230.0
3203,31.7
3204,26.9
3205,46.0
3206,2.9
3207,90.0
3208,319.7
3209,203.8
3210,419.7
3211,10.0
3212,18.0
3213,189.7
3214,218.4
3215,222.6
3216,71.5
3217,312.9
3218,7.4
3219,71.3
3220,22.9
3221,86.8
3222,109.4
3223,1.3
3224,2.1
3225,22.3
3226,2.4
3227,6.4
3228,1.5
3229,2.1
3230,3.1
3231,249.8
3232,197.7
3233,240.6
3234,123.2
3235,383.0
3236,40.1
3237,28.7
3238,48.5
3239,6.2
3240,85.2
3241,340.6
3242,190.4
3243,436.2
3244,12.4
3245,18.6
3246,176.2
3247,151.8
3248,191.5
3249,71.4
3250,329.9
3251,8.4
3252,109.3
3253,25.3
3254,91.1
3255,183.4
3256,1.2
3257,2.4
3258,33.2
3259,2.6
3260,5.6
3261,1.9
3262,2.4
3263,5.7
3264,250.6
3265,209.8
3266,242.9
3267,126.1
3268,407.9
3269,44.4
3270,29.1
3271,44.8
3272,6.2
3273,91.1
3274,334.7
3275,195.1
3276,451.0
3277,12.4
3278,18.7
3279,178.1
3280,156.6
3281,199.2
3282,73.2
3283,347.7
3284,8.8
3285,113.8
3286,25.6
3287,92.9
3288,195.2
3289,1.1
3290,2.3
3291,32.7
3292,2.5
3293,5.7
3294,1.5
3295,2.5
3296,5.4
3297,274.1
3298,219.4
3299,248.5
3300,135.1
3301,416.9
3302,46.5
3303,30.8
3304,45.8
3305,6.5
3306,90.5
3307,330.8
3308,192.8
3309,458.8
3310,12.4
3311,18.9
3312,179.0
3313,162.2
3314,198.1
3315,74.2
3316,330.3
3317,8.6
3318,99.1
3319,24.3
3320,97.7
3321,181.6
3322,1.2
3323,2.3
3324,27.7
3325,2.4
3326,5.3
3327,1.8
3328,2.5
3329,5.1
3330,269.4
3331,219.1
3332,249.5
3333,135.2
3334,435.1
3335,46.7
3336,31.3
3337,46.0
3338,6.4
3339,89.6
3340,340.2
3341,191.7
3342,448.7
3343,12.4
3344,19.1
3345,178.2
3346,165.6
3347,198.2
3348,75.9
3349,334.0
3350,8.5
3351,95.6
3352,21.6
3353,96.4
3354,182.4
3355,1.3
3356,2.2
3357,28.4
3358,2.6
3359,5.8
3360,2.0
3361,2.3
3362,6.6
3363,282.7
3364,219.7
3365,254.7
3366,133.5
3367,446.8
3368,47.2
3369,31.7
3370,48.8
3371,6.7
3372,87.3
3373,331.8
3374,188.4
3375,407.6
3376,12.4
3377,18.5
3378,185.0
3379,163.5
3380,195.2
3381,76.1
3382,337.3
3383,8.6
3384,103.1
3385,25.2
3386,88.4
3387,175.9
3388,1.3
3389,2.2
3390,29.6
3391,2.6
3392,5.4
3393,1.7
3394,2.2
3395,5.5
3396,281.5
3397,224.5
3398,255.7
3399,136.7
3400,452.6
3401,48.6
3402,31.5
3403,44.6
3404,6.8
3405,89.7
3406,328.2
3407,187.4
3408,388.5
3409,10.9
3410,17.1
3411,184.6
3412,147.0
3413,191.8
3414,77.2
3415,339.7
3416,8.6
3417,101.1
3418,25.3
3419,90.4
3420,176.3
3421,1.2
3422,2.3
3423,31.1
3424,2.8
3425,5.8
3426,1.7
3427,2.2
3428,5.4
3429,286.0
3430,211.8
3431,246.4
3432,136.0
3433,445.1
3434,44.9
3435,28.5
3436,42.3
3437,6.1
3438,86.3
3439,319.5
3440,171.4
3441,371.1
3442,10.0
3443,17.4
3444,174.3
3445,136.3
3446,170.3
3447,70.3
3448,319.5
3449,8.1
3450,100.3
3451,25.7
3452,88.4
3453,162.5
3454,1.0
3455,2.2
3456,32.7
3457,2.7
3458,6.0
3459,1.7
3460,2.2
3461,5.5
3462,121.8
3463,120.5
3464,242.6
3465,63.9
3466,259.9
3467,34.9
3468,27.5
3469,48.4
3470,3.4
3471,75.8
3472,356.3
3473,252.2
3474,495.9
3475,10.5
3476,18.7
3477,195.0
3478,255.1
3479,242.7
3480,77.6
3481,311.6
3482,7.5
3483,64.5
3484,22.2
3485,70.3
3486,116.3
3487,1.4
3488,2.3
3489,20.7
3490,2.6
3491,5.5
3492,1.9
3493,2.1
3494,3.6
3495,124.8
3496,124.7
3497,244.8
3498,63.6
3499,250.0
3500,35.3
3501,28.9
3502,46.6
3503,3.4
3504,72.2
3505,354.7
3506,249.8
3507,494.2
3508,10.9
3509,18.7
3510,197.6
3511,255.2
3512,250.1
3513,79.3
3514,323.8
3515,7.9
3516,61.2
3517,21.0
3518,71.7
3519,113.5
3520,1.6
3521,2.0
3522,22.7
3523,2.5
3524,6.0
3525,1.9
3526,2.2
3527,3.5
3528,124.9
3529,124.8
3530,245.1
3531,63.8
3532,257.7
3533,35.6
3534,29.2
3535,48.3
3536,3.5
3537,77.2
3538,347.2
3539,250.4
3540,491.4
3541,10.8
3542,18.9
3543,201.2
3544,253.3
3545,249.6
3546,79.7
3547,325.6
3548,8.0
3549,63.8
3550,22.1
3551,70.0
3552,115.4
3553,1.7
3554,2.2
3555,19.2
3556,2.5
3557,5.9
3558,1.7
3559,2.3
3560,3.3
3561,121.8
3562,123.0
3563,245.7
3564,62.5
3565,250.6
3566,36.0
3567,29.1
3568,48.8
3569,3.5
3570,79.2
3571,344.5
3572,250.6
3573,493.4
3574,10.9
3575,19.1
3576,199.0
3577,249.7
3578,252.0
3579,80.6
3580,328.3
3581,7.9
3582,69.0
3583,22.3
3584,67.5
3585,119.7
3586,1.5
3587,2.1
3588,21.0
3589,2.6
3590,5.7
3591,1.6
3592,2.2
3593,3.4
3594,113.0
3595,123.0
3596,246.2
3597,63.8
3598,274.9
3599,36.0
3600,28.8
3601,49.0
3602,3.5
3603,81.9
3604,362.0
3605,252.9
3606,492.9
3607,11.1
3608,18.5
3609,200.7
3610,254.0
3611,253.3
3612,80.5
3613,329.1
3614,7.8
3615,69.8
3616,23.8
3617,69.5
3618,119.9
3619,1.6
3620,2.1
3621,22.7
3622,2.6
3623,5.8
3624,1.7
3625,2.2
3626,3.5
3627,96.9
3628,108.0
3629,236.0
3630,60.3
3631,247.3
3632,34.9
3633,27.9
3634,42.7
3635,3.5
3636,83.7
3637,361.6
3638,248.3
3639,484.8
3640,11.6
3641,19.4
3642,200.8
3643,255.9
3644,248.0
3645,79.2
3646,326.4
3647,7.8
3648,68.2
3649,24.1
3650,69.2
3651,120.5
3652,1.6
3653,2.1
3654,23.1
3655,2.7
3656,5.9
3657,1.6
3658,2.2
3659,3.4
3660,97.8
3661,94.5
3662,230.1
3663,57.9
3664,215.8
3665,31.3
3666,25.0
3667,46.3
3668,3.4
3669,85.1
3670,346.4
3671,222.4
3672,456.8
3673,11.6
3674,17.0
3675,194.0
3676,247.7
3677,224.3
3678,71.9
3679,302.8
3680,7.1
3681,70.8
3682,23.9
3683,67.4
3684,111.1
3685,1.3
3686,2.1
3687,21.1
3688,2.6
3689,5.5
3690,1.7
3691,2.1
3692,3.4
3693,112.8
3694,125.5
3695,232.5
3696,74.2
3697,280.7
3698,38.8
3699,30.0
3700,50.8
3701,4.4
3702,78.0
3703,326.4
3704,246.6
3705,447.6
3706,12.9
3707,18.9
3708,166.1
3709,218.6
3710,203.7
3711,71.9
3712,277.7
3713,6.8
3714,72.2
3715,25.9
3716,65.7
3717,106.8
3718,1.9
3719,2.4
3720,22.8
3721,2.5
3722,6.0
3723,1.9
3724,2.1
3725,3.3
3726,118.6
3727,131.1
3728,232.8
3729,76.9
3730,276.6
3731,39.1
3732,30.4
3733,51.4
3734,4.5
3735,78.2
3736,329.8
3737,239.7
3738,456.7
3739,13.1
3740,19.0
3741,167.7
3742,223.4
3743,209.0
3744,72.5
3745,285.9
3746,6.7
3747,71.6
3748,24.1
3749,66.9
3750,111.8
3751,2.0
3752,2.2
3753,21.7
3754,2.7
3755,6.0
3756,1.8
3757,2.2
3758,3.5
3759,121.2
3760,132.1
3761,235.6
3762,76.9
3763,277.3
3764,40.0
3765,30.0
3766,52.5
3767,4.5
3768,78.6
3769,325.4
3770,237.4
3771,447.8
3772,10.9
3773,19.0
3774,164.5
3775,225.7
3776,204.1
3777,66.9
3778,261.1
3779,6.4
3780,75.4
3781,25.1
3782,65.6
3783,110.3
3784,2.0
3785,2.2
3786,22.5
3787,2.7
3788,6.4
3789,1.8
3790,2.2
3791,3.7
3792,123.3
3793,134.5
3794,232.7
3795,79.2
3796,293.2
3797,42.2
3798,30.6
3799,52.4
3800,4.9
3801,74.5
3802,324.4
3803,242.8
3804,427.8
3805,13.1
3806,18.9
3807,168.2
3808,222.7
3809,207.2
3810,72.7
3811,272.4
3812,6.8
3813,75.2
3814,24.0
3815,65.3
3816,109.6
3817,2.2
3818,2.2
3819,22.4
3820,2.6
3821,6.3
3822,1.9
3823,2.3
3824,3.8
3825,120.9
3826,133.6
3827,235.0
3828,82.0
3829,304.8
3830,41.4
3831,30.4
3832,52.5
3833,4.9
3834,75.3
3835,320.9
3836,245.1
3837,428.5
3838,13.5
3839,18.7
3840,172.6
3841,225.7
3842,211.6
3843,74.4
3844,271.4
3845,6.8
3846,77.7
3847,25.1
3848,66.2
3849,107.0
3850,2.1
3851,2.3
3852,22.8
3853,2.7
3854,6.2
3855,1.7
3856,2.3
3857,3.3
3858,122.1
3859,133.0
3860,234.6
3861,80.4
3862,297.0
3863,41.5
3864,30.0
3865,53.4
3866,4.7
3867,75.8
3868,317.6
3869,246.2
3870,425.5
3871,13.4
3872,18.7
3873,170.1
3874,208.3
3875,208.1
3876,73.6
3877,276.3
3878,6.7
3879,76.1
3880,24.5
3881,70.3
3882,111.1
3883,2.1
3884,2.2
3885,22.4
3886,2.6
3887,6.4
3888,1.7
3889,2.3
3890,3.5
3891,113.8
3892,124.6
3893,231.0
3894,78.0
3895,308.0
3896,39.1
3897,27.5
3898,52.7
3899,4.4
3900,77.2
3901,306.7
3902,246.9
3903,415.3
3904,13.3
3905,18.4
3906,163.0
3907,204.8
3908,193.3
3909,66.5
3910,259.2
3911,6.2
3912,80.2
3913,25.2
3914,71.6
3915,100.7
3916,1.9
3917,2.1
3918,21.4
3919,2.4
3920,6.2
3921,1.7
3922,2.1
3923,3.4
3924,213.9
3925,179.6
3926,225.8
3927,98.5
3928,326.9
3929,38.3
3930,29.2
3931,41.0
3932,5.0
3933,103.5
3934,317.2
3935,164.0
3936,409.6
3937,11.0
3938,18.4
3939,158.1
3940,179.5
3941,177.3
3942,71.4
3943,280.4
3944,7.6
3945,98.1
3946,26.6
3947,89.7
3948,166.7
3949,1.0
3950,2.0
3951,27.2
3952,2.5
3953,5.8
3954,1.6
3955,2.0
3956,4.7
3957,220.3
3958,186.1
3959,228.5
3960,99.3
3961,328.4
3962,39.7
3963,29.8
3964,39.8
3965,5.3
3966,98.6
3967,320.5
3968,163.5
3969,403.0
3970,11.0
3971,18.6
3972,153.1
3973,169.4
3974,158.3
3975,70.2
3976,282.4
3977,7.5
3978,98.1
3979,24.1
3980,95.0
3981,153.1
3982,0.9
3983,2.0
3984,24.7
3985,2.3
3986,5.7
3987,1.6
3988,2.0
3989,4.2
3990,222.9
3991,185.6
3992,225.0
3993,102.4
3994,335.1
3995,40.4
3996,30.7
3997,39.8
3998,5.3
3999,86.6
4000,312.7
4001,166.5
4002,391.5
4003,12.2
4004,18.5
4005,153.9
4006,153.7
4007,159.2
4008,68.8
4009,282.3
4010,7.3
4011,89.0
4012,22.4
4013,89.4
4014,139.1
4015,1.0
4016,2.1
4017,25.7
4018,2.3
4019,6.1
4020,1.6
4021,2.0
4022,4.3
4023,219.3
4024,184.2
4025,226.6
4026,102.6
4027,301.8
4028,39.9
4029,29.4
4030,41.3
4031,5.2
4032,84.2
4033,306.6
4034,162.9
4035,385.4
4036,11.9
4037,18.5
4038,147.7
4039,154.1
4040,154.8
4041,68.1
4042,280.9
4043,7.4
4044,69.5
4045,21.8
4046,87.6
4047,142.8
4048,1.0
4049,1.4
4050,28.8
4051,2.4
4052,6.4
4053,1.6
4054,2.1
4055,4.5
4056,197.7
4057,179.5
4058,222.0
4059,100.9
4060,276.3
4061,38.8
4062,28.7
4063,39.5
4064,4.7
4065,81.3
4066,289.4
4067,162.4
4068,379.7
4069,11.9
4070,18.4
4071,149.7
4072,148.7
4073,164.7
4074,70.2
4075,293.5
4076,7.7
4077,70.4
4078,22.1
4079,84.1
4080,140.9
4081,1.0
4082,1.9
4083,29.6
4084,2.3
4085,6.1
4086,1.7
4087,2.1
4088,4.4
4089,165.1
4090,169.3
4091,210.8
4092,94.6
4093,261.3
4094,36.5
4095,27.3
4096,30.1
4097,4.3
4098,80.8
4099,279.2
4100,152.4
4101,385.6
4102,11.9
4103,18.4
4104,154.2
4105,160.2
4106,163.0
4107,71.3
4108,291.6
4109,7.8
4110,53.0
4111,20.1
4112,83.2
4113,133.4
4114,1.2
4115,2.3
4116,29.4
4117,2.4
4118,6.1
4119,1.4
4120,2.2
4121,4.7
4122,122.6
4123,143.0
4124,197.9
4125,84.7
4126,244.4
4127,33.0
4128,24.5
4129,34.5
4130,3.4
4131,76.2
4132,257.9
4133,154.1
4134,380.7
4135,11.3
4136,18.1
4137,160.0
